Customer ID,Transaction ID,Date,Product ID,Item Cost
1431105976,T20066,2014/00/01,P08719,14.99
1431105976,T47961,2014/09/03,P56063,7.99
1431105976,T24352,2015/00/24,P41420,19.99
1431105976,T06252,2016/08/10,P58928,16.99
1431105976,T47991,2016/09/00,P04501,14.99
1431105976,T19854,2016/03/14,P04501,15.99
1431105976,T00079,2014/01/17,P08719,12.99
1431105976,T40789,2017/03/08,P56063,13.99
1431105976,T11219,2017/00/26,P56063,13.99
1431105976,T35246,2013/01/22,P55500,17.99
1431105976,T36497,2014/06/18,P04501,17.99
1431105976,T28605,2013/10/08,P41420,1.99
1431105976,T08568,2013/00/27,P56063,14.99
1431105976,T40977,2016/05/09,P08719,17.99
1431105976,T00453,2017/02/22,P86411,7.99
2471968005,T24156,2016/11/07,P56063,10.99
2471968005,T11652,2013/06/23,P55500,6.99
2471968005,T39801,2015/10/09,P04501,15.99
2471968005,T30121,2016/02/18,P14419,4.99
2471968005,T03884,2013/01/00,P56063,17.99
2471968005,T36379,2013/10/13,P86411,0.99
2471968005,T03760,2017/01/27,P20036,12.99
2471968005,T45081,2016/02/26,P41420,16.99
2471968005,T37250,2017/02/03,P08719,18.99
2471968005,T13973,2017/03/11,P41420,12.99
2471968005,T19010,2013/04/15,P58928,11.99
2471968005,T22318,2015/02/10,P08719,19.99
2471968005,T28492,2015/01/17,P14419,3.99
2471968005,T21978,2017/10/12,P08719,10.99
2471968005,T19706,2017/00/01,P56063,7.99
2479398662,T40395,2015/01/13,P56063,12.99
2479398662,T46664,2015/08/09,P99613,13.99
2479398662,T20045,2013/02/20,P55500,13.99
2479398662,T36905,2017/11/13,P41420,11.99
2479398662,T41889,2017/07/05,P04501,8.99
2479398662,T05343,2016/01/16,P41420,19.99
2479398662,T09506,2017/10/11,P14419,14.99
2479398662,T29864,2016/01/00,P41420,20.99
2479398662,T19154,2017/07/04,P56063,7.99
2479398662,T03155,2018/11/05,P41420,4.99
2963402639,T16763,2015/09/13,P56063,6.99
2963402639,T33099,2016/09/24,P04501,7.99
2963402639,T12141,2015/11/01,P41420,7.99
2963402639,T29788,2015/06/02,P86411,15.99
2963402639,T01955,2014/06/02,P41420,9.99
2963402639,T38530,2017/04/19,P86411,3.99
2963402639,T25288,2014/04/23,P55500,7.99
2963402639,T07704,2018/08/23,P99613,3.99
2963402639,T16710,2016/06/26,P99613,2.99
2963402639,T17485,2016/01/04,P86411,9.99
2963402639,T13324,2018/01/12,P41420,10.99
2963402639,T01687,2015/08/16,P99613,16.99
2963402639,T35955,2018/11/12,P20036,3.99
2963402639,T00752,2016/07/23,P86411,1.99
2963402639,T17148,2016/03/22,P86411,1.99
3485899067,T02201,2014/09/06,P20036,15.99
3485899067,T14923,2013/03/25,P04501,18.99
3485899067,T12191,2013/01/18,P58928,8.99
3485899067,T48248,2016/01/19,P04501,15.99
3485899067,T19813,2017/11/23,P20036,1.99
3485899067,T32681,2013/08/01,P20036,13.99
3485899067,T12312,2014/05/12,P41420,3.99
3485899067,T10912,2014/04/11,P41420,4.99
3485899067,T49747,2016/06/20,P41420,10.99
3485899067,T45233,2017/09/26,P56063,2.99
3485899067,T02731,2014/07/03,P14419,10.99
3485899067,T05589,2013/11/00,P58928,15.99
3485899067,T31311,2016/09/25,P04501,9.99
3485899067,T38099,2016/09/26,P56063,18.99
3485899067,T01405,2014/04/12,P56063,10.99
3485899067,T25072,2014/06/10,P04501,12.99
3485899067,T04714,2018/04/15,P20036,3.99
3485899067,T08074,2018/09/05,P41420,20.99
3485899067,T26130,2013/05/21,P56063,16.99
3485899067,T40392,2016/10/13,P41420,12.99
3485899067,T13339,2017/11/16,P58928,9.99
3485899067,T12538,2015/04/17,P08719,11.99
3485899067,T05172,2015/03/24,P58928,7.99
3485899067,T19321,2015/05/07,P14419,17.99
3485899067,T18412,2016/05/21,P14419,15.99
3485899067,T28398,2013/10/11,P55500,13.99
3485899067,T41865,2017/06/00,P04501,11.99
3485899067,T31623,2015/02/27,P14419,10.99
3485899067,T39361,2013/02/07,P04501,11.99
3485899067,T40017,2017/00/21,P14419,4.99
3485899067,T09594,2017/09/04,P04501,15.99
3485899067,T32592,2017/01/14,P08719,16.99
3485899067,T16281,2016/05/22,P41420,10.99
3485899067,T09230,2015/02/10,P41420,19.99
3485899067,T02344,2015/06/10,P14419,3.99
3485899067,T09349,2017/11/18,P20036,8.99
3485899067,T25938,2018/08/18,P41420,14.99
3485899067,T13591,2014/06/04,P14419,15.99
3485899067,T29595,2015/01/20,P86411,14.99
3485899067,T00658,2013/01/23,P86411,9.99
3485899067,T07097,2013/06/09,P04501,9.99
3485899067,T21743,2013/11/03,P56063,2.99
3485899067,T26175,2014/10/01,P20036,3.99
3485899067,T24144,2015/05/05,P58928,18.99
3485899067,T37083,2013/01/11,P04501,6.99
4038166197,T33894,2015/09/07,P58928,6.99
4038166197,T43974,2017/00/14,P20036,3.99
4038166197,T43230,2016/04/15,P56063,9.99
4038166197,T18512,2017/04/04,P14419,3.99
4038166197,T46146,2014/11/18,P41420,15.99
4038166197,T07988,2016/05/11,P55500,14.99
4038166197,T00561,2017/04/19,P04501,7.99
4038166197,T00133,2015/05/12,P08719,17.99
4038166197,T35379,2017/08/25,P56063,12.99
4038166197,T28164,2017/07/22,P99613,19.99
4038166197,T46913,2017/08/19,P08719,5.99
4038166197,T19446,2014/09/00,P08719,0.99
4038166197,T07686,2016/04/01,P56063,11.99
4038166197,T37588,2015/03/17,P86411,7.99
4038166197,T16676,2015/11/03,P56063,9.99
4038166197,T11191,2016/05/21,P20036,9.99
4038166197,T36240,2015/06/04,P04501,3.99
4038166197,T08785,2014/11/20,P14419,2.99
4038166197,T15654,2015/02/19,P20036,14.99
4038166197,T07170,2018/10/23,P58928,1.99
4038166197,T05014,2017/07/12,P04501,18.99
4038166197,T09229,2017/03/18,P86411,9.99
4038166197,T38914,2016/09/06,P20036,0.99
4038166197,T29843,2017/08/24,P58928,19.99
4038166197,T22474,2014/07/18,P58928,14.99
4038166197,T33560,2017/04/00,P14419,7.99
4038166197,T30201,2016/10/21,P08719,11.99
4038166197,T10338,2014/03/13,P41420,6.99
4038166197,T26164,2018/09/18,P56063,17.99
4038166197,T31411,2015/06/08,P56063,8.99
4038166197,T02972,2017/06/23,P08719,6.99
4038166197,T38408,2017/02/04,P56063,0.99
4038166197,T06742,2015/01/03,P14419,11.99
4038166197,T29960,2016/06/15,P14419,2.99
4038166197,T16739,2016/01/07,P20036,8.99
4038166197,T04731,2016/02/21,P55500,13.99
4038166197,T31598,2018/07/13,P14419,20.99
4038166197,T30627,2014/05/15,P99613,13.99
4038166197,T34476,2018/04/12,P14419,19.99
4038166197,T03172,2013/10/06,P04501,10.99
4038166197,T04905,2015/10/04,P56063,3.99
4038166197,T48867,2018/06/25,P08719,2.99
4038166197,T13271,2014/06/22,P14419,5.99
4038166197,T32942,2017/07/15,P08719,8.99
4038166197,T17745,2013/11/01,P20036,13.99
4038166197,T19299,2015/03/24,P41420,17.99
4038166197,T28393,2014/10/19,P56063,20.99
4038166197,T17949,2016/07/07,P58928,17.99
4038166197,T02502,2018/05/13,P04501,7.99
4038166197,T41937,2015/01/07,P41420,4.99
4038166197,T00639,2015/06/19,P99613,4.99
4038166197,T00848,2015/01/19,P56063,6.99
4038166197,T42679,2017/02/06,P04501,7.99
4038166197,T42754,2016/03/23,P41420,1.99
4038166197,T04247,2016/02/18,P55500,11.99
4038166197,T37734,2016/11/11,P86411,0.99
4038166197,T38186,2017/00/16,P08719,11.99
4038166197,T18743,2017/03/05,P08719,17.99
4038166197,T36498,2015/04/09,P99613,6.99
4038166197,T37839,2018/04/00,P86411,7.99
4038166197,T28534,2015/08/09,P86411,16.99
4038166197,T47020,2015/05/24,P55500,5.99
4038166197,T03062,2017/02/26,P55500,8.99
4038166197,T12555,2017/01/08,P86411,11.99
4038166197,T04888,2015/04/00,P99613,18.99
4038166197,T35615,2015/01/02,P55500,8.99
4038166197,T39848,2016/05/22,P55500,11.99
4038166197,T11024,2015/02/01,P58928,4.99
4038166197,T47443,2018/01/26,P55500,18.99
4038166197,T47248,2016/07/02,P14419,2.99
4038166197,T09828,2014/09/06,P08719,3.99
4038166197,T05349,2014/08/01,P41420,6.99
4038166197,T04592,2013/09/22,P55500,16.99
4038166197,T25750,2016/10/21,P86411,2.99
4038166197,T13074,2013/06/11,P41420,12.99
4038166197,T29818,2016/08/00,P08719,14.99
4038166197,T31493,2015/06/25,P86411,5.99
4038166197,T40201,2017/01/04,P08719,20.99
4038166197,T11452,2013/05/25,P56063,6.99
4038166197,T24804,2015/10/18,P99613,19.99
4038166197,T06014,2018/09/19,P99613,9.99
4038166197,T29113,2014/05/11,P99613,13.99
4038166197,T08010,2014/07/11,P55500,4.99
4038166197,T48877,2014/11/17,P99613,17.99
4038166197,T39866,2016/02/13,P04501,17.99
4781725942,T41935,2016/06/06,P55500,2.99
4781725942,T24816,2013/00/02,P14419,14.99
4781725942,T46517,2018/08/07,P41420,4.99
4781725942,T06640,2018/09/09,P99613,9.99
4781725942,T10489,2017/10/22,P08719,15.99
4781725942,T11728,2017/03/16,P55500,12.99
4781725942,T47092,2016/07/00,P20036,10.99
4781725942,T06984,2015/03/15,P08719,9.99
4781725942,T00393,2014/04/24,P58928,9.99
4781725942,T22911,2018/01/10,P56063,3.99
4781725942,T36152,2018/00/06,P08719,15.99
4781725942,T13724,2015/09/10,P14419,5.99
4781725942,T42342,2017/02/17,P41420,1.99
4781725942,T33260,2015/06/03,P14419,9.99
4781725942,T25694,2013/07/16,P20036,18.99
4781725942,T48330,2016/02/08,P14419,13.99
4781725942,T36214,2013/07/01,P86411,14.99
4781725942,T29569,2014/11/24,P14419,7.99
4781725942,T26917,2016/10/13,P58928,9.99
4781725942,T05530,2018/01/21,P55500,1.99
4781725942,T20666,2014/06/07,P99613,0.99
4781725942,T44936,2016/08/21,P20036,13.99
4781725942,T48918,2017/10/05,P41420,16.99
4781725942,T04428,2014/04/09,P08719,7.99
4781725942,T25225,2017/05/19,P58928,4.99
4781725942,T45715,2017/04/24,P08719,10.99
4781725942,T15458,2014/10/17,P56063,16.99
4781725942,T18927,2017/05/06,P08719,17.99
4781725942,T10087,2017/02/01,P08719,11.99
4781725942,T08741,2016/10/22,P58928,17.99
5074027265,T17618,2016/04/14,P14419,3.99
5074027265,T12250,2017/11/04,P58928,13.99
5074027265,T01303,2014/07/09,P20036,19.99
5074027265,T48220,2015/01/26,P58928,17.99
5074027265,T18571,2018/11/17,P99613,16.99
5074027265,T10713,2016/04/06,P41420,8.99
5074027265,T48273,2016/11/01,P41420,20.99
5074027265,T47222,2013/06/11,P86411,9.99
5074027265,T04321,2013/05/05,P56063,8.99
5074027265,T02842,2015/05/20,P58928,8.99
5074027265,T13570,2016/05/09,P08719,14.99
5074027265,T11225,2015/04/02,P55500,20.99
5074027265,T13749,2016/07/16,P55500,17.99
5074027265,T27798,2018/11/03,P55500,7.99
5074027265,T44822,2016/09/23,P99613,11.99
5074027265,T27301,2014/09/26,P20036,16.99
5074027265,T43701,2017/02/13,P08719,19.99
5074027265,T46999,2014/08/16,P86411,3.99
5074027265,T48423,2016/08/24,P08719,20.99
5074027265,T18395,2013/06/04,P14419,0.99
5074027265,T15555,2017/11/08,P20036,6.99
5074027265,T30470,2015/08/12,P55500,1.99
5074027265,T32801,2017/00/18,P99613,17.99
5074027265,T42062,2017/09/23,P86411,2.99
5074027265,T36697,2015/10/27,P55500,5.99
5074027265,T47262,2017/04/22,P08719,9.99
5074027265,T24752,2016/05/25,P14419,10.99
5074027265,T21057,2016/01/24,P41420,3.99
5074027265,T44454,2018/07/15,P56063,6.99
5074027265,T18881,2017/07/05,P14419,17.99
5074027265,T36574,2017/09/26,P58928,11.99
5074027265,T20252,2014/03/14,P04501,5.99
5074027265,T42421,2014/10/21,P04501,9.99
5074027265,T28626,2016/01/14,P04501,9.99
5074027265,T41665,2017/05/12,P99613,15.99
5074027265,T10197,2017/04/17,P41420,15.99
5074027265,T33762,2014/00/13,P14419,0.99
5074027265,T02017,2017/02/17,P41420,8.99
5074027265,T21290,2015/07/20,P86411,7.99
5074027265,T29174,2014/05/01,P99613,7.99
5074027265,T03782,2015/01/01,P20036,19.99
5074027265,T24662,2017/03/21,P86411,3.99
5074027265,T37582,2014/10/04,P41420,13.99
5074027265,T40177,2017/11/22,P14419,8.99
5074027265,T13648,2013/00/12,P14419,1.99
5074027265,T19040,2017/03/01,P55500,6.99
5074027265,T38785,2018/00/13,P55500,4.99
5074027265,T18624,2016/00/14,P20036,16.99
5074027265,T16285,2015/00/06,P20036,11.99
5074027265,T40627,2017/07/12,P14419,19.99
5074027265,T19235,2015/01/05,P14419,18.99
5074027265,T09831,2015/10/01,P58928,8.99
5074027265,T45768,2014/09/06,P08719,18.99
5074027265,T21122,2016/06/14,P55500,4.99
5074027265,T34275,2013/08/18,P20036,1.99
5074027265,T23426,2017/06/18,P08719,14.99
5074027265,T13441,2014/09/20,P08719,2.99
5074027265,T27205,2017/04/24,P14419,9.99
5074027265,T43061,2018/04/27,P04501,12.99
5074027265,T49385,2014/04/04,P58928,14.99
5074027265,T10552,2014/00/08,P14419,11.99
5074027265,T19501,2014/04/03,P08719,10.99
5074027265,T02782,2017/03/03,P14419,11.99
5074027265,T31731,2014/04/23,P41420,2.99
5074027265,T12391,2017/05/11,P58928,1.99
5074027265,T20140,2016/11/05,P56063,17.99
5074027265,T01387,2016/07/13,P56063,2.99
5074027265,T12658,2015/03/13,P56063,8.99
5074027265,T02278,2015/01/21,P04501,1.99
5074027265,T04015,2014/11/00,P20036,11.99
5074027265,T00157,2016/03/27,P20036,18.99
5074027265,T22022,2017/03/08,P99613,3.99
5074027265,T49904,2015/05/02,P56063,1.99
5074027265,T05947,2014/03/02,P41420,5.99
5074027265,T31805,2016/09/25,P04501,15.99
5074027265,T48558,2013/06/03,P04501,18.99
5074027265,T35829,2016/04/18,P56063,18.99
5074027265,T05324,2017/00/26,P14419,19.99
5074027265,T30774,2014/02/19,P86411,13.99
5074027265,T01018,2015/07/22,P41420,18.99
5074027265,T37466,2018/02/05,P20036,15.99
5074027265,T39808,2015/07/09,P99613,5.99
5074027265,T17133,2016/02/19,P41420,1.99
5074027265,T11740,2014/00/21,P08719,8.99
5074027265,T35113,2016/06/23,P86411,10.99
5074027265,T15443,2018/09/08,P99613,12.99
5074027265,T10354,2016/05/22,P20036,19.99
5074027265,T27797,2013/02/00,P41420,7.99
5074027265,T15829,2015/11/26,P04501,16.99
5074027265,T19347,2017/06/07,P58928,8.99
5272617867,T42006,2013/00/06,P14419,13.99
5272617867,T30007,2016/07/01,P56063,13.99
5272617867,T12192,2017/02/08,P56063,17.99
5272617867,T28939,2015/10/20,P58928,16.99
5272617867,T20585,2017/10/13,P14419,18.99
5272617867,T43509,2016/09/25,P86411,1.99
5272617867,T29330,2017/00/10,P20036,8.99
5272617867,T06007,2014/09/14,P99613,8.99
5272617867,T36232,2014/01/26,P41420,12.99
5272617867,T31501,2016/04/11,P55500,9.99
5272617867,T06625,2017/01/16,P41420,8.99
5272617867,T47888,2017/00/04,P04501,7.99
5272617867,T13415,2014/11/03,P56063,0.99
5272617867,T37116,2018/04/06,P86411,4.99
5272617867,T32757,2018/00/17,P55500,11.99
5272617867,T08096,2016/05/08,P08719,14.99
5272617867,T09795,2015/10/14,P58928,11.99
5272617867,T47923,2016/03/05,P55500,12.99
5272617867,T08923,2015/03/05,P04501,10.99
5272617867,T15372,2015/02/16,P20036,11.99
5272617867,T16737,2016/11/14,P99613,6.99
5272617867,T32419,2014/11/03,P41420,10.99
5272617867,T46567,2013/00/05,P99613,13.99
5272617867,T07378,2016/00/22,P86411,4.99
5272617867,T18197,2016/08/24,P08719,19.99
5272617867,T09435,2016/03/00,P41420,6.99
5272617867,T07575,2016/03/11,P55500,19.99
5272617867,T07454,2016/04/21,P04501,10.99
5272617867,T03559,2013/04/13,P04501,2.99
5272617867,T29849,2017/09/03,P86411,16.99
5272617867,T27394,2013/02/11,P08719,10.99
5272617867,T32318,2015/08/09,P56063,7.99
5272617867,T41150,2017/09/04,P14419,1.99
5272617867,T47111,2015/10/21,P14419,5.99
5272617867,T15539,2016/10/21,P08719,5.99
5272617867,T32939,2016/06/23,P41420,12.99
5272617867,T09929,2015/03/15,P55500,3.99
5272617867,T15969,2018/09/13,P20036,15.99
5272617867,T40132,2017/10/01,P55500,5.99
5272617867,T03756,2014/11/16,P56063,8.99
5272617867,T42723,2016/05/02,P20036,18.99
5272617867,T06348,2018/05/02,P55500,19.99
5272617867,T34234,2018/01/01,P55500,13.99
5272617867,T07076,2013/10/13,P04501,11.99
5272617867,T18892,2015/01/02,P86411,14.99
5272617867,T20145,2017/02/16,P55500,3.99
5272617867,T44366,2014/09/14,P20036,12.99
5272617867,T00791,2018/00/20,P55500,5.99
5272617867,T21973,2017/07/18,P20036,1.99
5272617867,T25642,2015/07/16,P55500,15.99
5272617867,T33590,2017/10/23,P58928,4.99
5272617867,T13458,2017/03/04,P41420,5.99
5272617867,T02494,2016/00/05,P99613,8.99
5272617867,T43333,2014/04/03,P20036,1.99
5272617867,T30323,2016/01/19,P99613,12.99
5272617867,T21401,2014/01/18,P99613,11.99
5272617867,T28764,2016/07/12,P08719,12.99
5272617867,T13671,2017/11/16,P08719,18.99
5272617867,T40085,2018/07/17,P04501,4.99
5272617867,T24244,2015/09/11,P04501,20.99
5272617867,T16345,2017/02/00,P14419,7.99
5272617867,T09495,2018/08/02,P86411,16.99
5272617867,T37658,2018/02/10,P56063,11.99
5272617867,T05311,2014/08/04,P86411,1.99
5272617867,T04582,2016/07/14,P20036,9.99
5272617867,T30225,2015/03/04,P86411,14.99
5272617867,T29697,2016/05/13,P55500,16.99
5272617867,T16757,2015/04/14,P55500,17.99
5272617867,T24225,2017/08/02,P41420,2.99
5272617867,T09533,2016/11/04,P04501,5.99
5272617867,T37632,2017/09/15,P58928,1.99
5272617867,T10280,2013/01/12,P08719,4.99
5272617867,T09690,2013/10/26,P58928,11.99
5272617867,T11974,2013/00/03,P56063,4.99
5272617867,T26304,2014/07/00,P20036,12.99
5272617867,T25343,2014/04/01,P55500,17.99
5272617867,T12260,2018/11/23,P14419,5.99
5272617867,T33787,2017/11/26,P08719,12.99
5272617867,T12852,2017/10/01,P08719,18.99
5272617867,T24126,2015/01/01,P56063,10.99
5272617867,T38975,2016/09/14,P14419,7.99
5272617867,T26625,2018/11/26,P04501,13.99
5272617867,T40319,2017/08/01,P14419,16.99
5272617867,T48719,2014/08/17,P55500,17.99
5272617867,T00908,2016/04/16,P08719,15.99
5561094687,T29537,2016/06/06,P41420,14.99
5561094687,T04471,2018/04/06,P20036,11.99
5561094687,T03012,2017/07/18,P99613,12.99
5561094687,T07877,2013/01/02,P58928,3.99
5561094687,T44962,2014/09/19,P55500,16.99
5561094687,T01807,2014/07/05,P41420,19.99
5561094687,T14548,2015/11/03,P58928,7.99
5561094687,T29605,2014/00/10,P99613,12.99
5561094687,T31836,2017/05/13,P55500,5.99
5561094687,T17303,2018/01/23,P20036,16.99
5561094687,T38325,2018/03/13,P41420,6.99
5561094687,T02525,2013/03/06,P08719,8.99
5561094687,T23607,2014/07/25,P86411,7.99
5561094687,T14472,2016/08/26,P20036,12.99
5561094687,T33231,2014/02/13,P20036,12.99
5561094687,T29188,2016/05/25,P14419,8.99
5561094687,T15371,2014/08/02,P14419,11.99
5561094687,T17195,2014/04/25,P20036,19.99
5561094687,T27514,2017/09/08,P56063,8.99
5561094687,T06147,2015/03/15,P56063,14.99
5561094687,T09930,2014/01/21,P55500,0.99
5561094687,T25653,2016/07/12,P56063,12.99
5561094687,T21166,2014/03/24,P04501,18.99
5561094687,T49247,2018/00/09,P99613,6.99
5561094687,T25215,2014/00/02,P20036,15.99
5561094687,T15390,2018/07/19,P56063,12.99
5561094687,T26720,2017/01/12,P14419,6.99
5561094687,T36777,2015/01/23,P14419,7.99
5561094687,T20943,2016/11/19,P56063,4.99
5561094687,T21413,2013/06/11,P56063,4.99
5561094687,T29111,2015/02/08,P41420,4.99
5561094687,T17886,2015/04/10,P56063,20.99
5561094687,T45752,2013/10/12,P20036,17.99
5561094687,T41945,2016/07/21,P08719,12.99
5561094687,T07015,2015/08/20,P41420,2.99
5561094687,T40427,2015/10/26,P99613,15.99
5561094687,T08238,2018/11/27,P04501,16.99
5561094687,T05420,2017/01/16,P14419,2.99
5561094687,T39185,2015/04/04,P41420,12.99
5561094687,T22352,2015/09/14,P20036,3.99
5561094687,T38556,2018/08/25,P20036,19.99
5561094687,T17990,2014/09/11,P04501,6.99
5561094687,T06135,2018/11/18,P20036,4.99
5561094687,T43961,2017/10/16,P86411,14.99
5561094687,T05265,2015/04/09,P55500,13.99
5561094687,T22030,2015/11/25,P20036,4.99
5561094687,T44008,2015/07/23,P04501,16.99
5561094687,T43665,2014/06/18,P58928,4.99
5561094687,T20034,2015/00/05,P99613,18.99
5561094687,T35048,2016/05/27,P86411,14.99
5561094687,T12821,2014/06/11,P14419,1.99
5561094687,T44490,2014/08/07,P86411,8.99
5561094687,T36721,2017/07/00,P04501,18.99
5561094687,T16968,2016/02/13,P41420,10.99
5561094687,T29864,2016/08/02,P14419,2.99
5561094687,T37983,2016/08/02,P14419,11.99
5561094687,T10716,2015/05/22,P20036,8.99
5561094687,T29489,2014/11/02,P08719,2.99
5561094687,T00292,2016/00/12,P08719,20.99
5561094687,T35513,2016/01/12,P41420,3.99
5561094687,T36114,2018/00/01,P55500,1.99
5561094687,T14297,2016/06/25,P08719,15.99
5561094687,T26280,2014/08/01,P41420,20.99
5561094687,T33866,2014/08/26,P14419,10.99
5561094687,T41321,2018/04/21,P99613,7.99
5561094687,T06896,2017/02/18,P99613,5.99
5561094687,T44269,2015/02/24,P99613,7.99
5561094687,T26550,2014/01/23,P56063,11.99
5561094687,T33387,2014/01/09,P58928,14.99
5561094687,T37293,2015/05/16,P41420,5.99
5561094687,T07494,2016/02/20,P55500,5.99
5561094687,T09527,2014/08/20,P41420,11.99
5561094687,T08058,2016/07/21,P04501,17.99
5561094687,T02532,2017/07/15,P14419,4.99
5561094687,T19795,2013/10/06,P58928,4.99
5561094687,T37953,2015/10/00,P04501,14.99
5561094687,T22593,2016/02/17,P86411,16.99
5561094687,T25759,2016/01/09,P56063,16.99
5561094687,T06314,2013/11/25,P56063,2.99
5561094687,T49739,2015/11/23,P08719,17.99
5561094687,T45446,2017/07/09,P04501,15.99
5561094687,T49098,2015/08/12,P20036,6.99
5561094687,T43253,2014/01/19,P55500,18.99
5561094687,T37063,2014/01/04,P20036,8.99
5561094687,T29024,2014/10/03,P99613,13.99
5678026271,T05849,2016/10/25,P56063,5.99
5678026271,T27916,2016/00/19,P14419,11.99
5678026271,T29330,2018/09/01,P04501,8.99
5678026271,T13948,2014/03/23,P41420,15.99
5678026271,T41850,2015/11/12,P20036,0.99
5678026271,T17365,2014/01/16,P41420,1.99
5678026271,T27776,2017/04/11,P58928,9.99
5678026271,T48162,2017/02/00,P41420,2.99
5678026271,T30250,2017/11/08,P41420,9.99
5678026271,T42721,2015/04/05,P20036,16.99
5678026271,T12539,2014/09/04,P56063,1.99
5678026271,T30405,2017/11/01,P41420,1.99
5678026271,T17372,2015/11/01,P04501,3.99
5678026271,T41579,2015/08/15,P99613,6.99
5678026271,T43062,2017/11/12,P04501,1.99
5678026271,T49919,2018/05/16,P86411,7.99
5678026271,T30788,2018/09/01,P04501,7.99
5678026271,T05992,2016/10/27,P41420,4.99
5678026271,T04145,2016/03/12,P56063,4.99
5678026271,T32019,2015/10/09,P99613,8.99
5678026271,T44980,2017/01/21,P14419,14.99
5678026271,T04843,2017/00/00,P55500,4.99
5678026271,T04860,2017/10/07,P99613,13.99
5678026271,T12617,2017/02/14,P20036,11.99
